time,close,q_0.1,q_0.5,q_0.9,signal,pct_change,dollar_pnl
2013-09-20 23:15:00,1326.36,7.887908032324295e-05,0.0014241448294659404,0.002730848084720585,1,-0.0006634699478269557,-6.634699478269557
2013-10-01 19:15:00,1286.39,-8.647702456252022e-05,0.0014337924246864803,0.0038701481805425747,1,-0.0006141216893794654,-6.141216893794654
2013-10-01 20:45:00,1286.65,4.3896938054520604e-05,0.0010347151278788252,0.002782383873175749,1,0.0021217891423463975,21.217891423463975
2013-10-01 23:30:00,1288.59,-5.934084442147408e-05,0.0008612434875152904,0.0017151558519580335,1,0.0011097401035242704,11.097401035242704
2013-10-01 23:45:00,1288.68,6.958385975540575e-05,0.0009117761627210995,0.00168597166399152,1,0.0006828692926093005,6.828692926093005
2013-11-08 01:00:00,1308.55,-0.001526464093142285,-0.0007390655242898376,5.503874372124147e-05,-1,0.0004126705131637376,-4.126705131637376
2013-12-02 23:00:00,1218.31,-2.892951678149367e-05,0.0010294978925975997,0.0017506973422150636,1,0.002101271433379681,21.01271433379681
2013-12-02 23:45:00,1219.77,7.140597551631426e-05,0.0006738255065345918,0.004103611579681949,1,0.0026644367380737055,26.644367380737055
2013-12-09 01:00:00,1231.56,-0.0018097042933082653,-0.0006444740181765829,3.721992040441259e-05,-1,-0.0030855175549712177,30.85517554971218
2014-01-21 01:00:00,1255.29,6.899419390371543e-05,0.00034775554313356253,0.0012925721925834833,1,-0.0009479881143005242,-9.479881143005242
2014-01-21 01:30:00,1255.17,0.00018123342370904364,0.0003313120344135313,0.0009668556786673188,1,-0.0009480787463050921,-9.480787463050921
2014-05-07 23:45:00,1289.97,0.00017599632406067688,0.00038830346440270336,0.0007242975317581307,1,-0.00027132413932173804,-2.7132413932173804
2014-05-08 01:30:00,1289.65,-2.4614958483806882e-05,0.0005805751800125616,0.0008700793641800255,1,0.0002558833792112303,2.5588337921123028
2014-05-27 23:00:00,1265.36,0.00014844873489906762,0.0007441273979446655,0.0010637908770766633,1,-0.0008456091547071054,-8.456091547071054
2014-05-27 23:15:00,1265.04,0.00022480062979796938,0.0007099733218854755,0.0009898833267707164,1,-0.0011857332574468638,-11.857332574468638
2014-05-27 23:30:00,1264.94,6.60962431145702e-05,0.0006243979513601093,0.0009958100905418875,1,-0.000806362357107071,-8.06362357107071
2014-05-27 23:45:00,1264.77,0.00022319975783847206,0.000658957664491002,0.0009556972476413466,1,-0.0005297405852442427,-5.297405852442427
2014-05-28 01:45:00,1264.1,-4.4359270074409615e-06,0.00031337812305335267,0.0007835955917388449,1,-0.0006091290246023062,-6.091290246023062
2014-10-22 23:15:00,1240.3,-7.882550277437528e-05,0.000862380331462296,0.0014940491049228164,1,0.0010320083850681172,10.320083850681172
2014-10-27 23:00:00,1225.26,-9.265346188061296e-05,0.0005491770420743601,0.0011014328635637516,1,0.0008243148392987898,8.243148392987898
2014-10-27 23:15:00,1224.47,4.204747369210044e-06,0.0011002600108691357,0.0012491952993648888,1,0.0015190245575633643,15.190245575633643
2014-10-27 23:30:00,1224.67,-1.710628372409765e-05,0.00076330734368336,0.0014476086683256407,1,0.001592265671568116,15.92265671568116
