time,close,q_0.1,q_0.5,q_0.9,signal,pct_change,dollar_pnl
2014-11-07 21:15:00,1171.53,-0.0016072737789599282,-0.0008564121382128512,-3.895483453096433e-05,-1,-0.00025607538859440115,2.5607538859440115
2014-12-01 04:30:00,1151.86,0.0003212605941929073,0.00064576817471399,0.001266431699532793,1,-6.077127428694151e-05,-0.6077127428694151
2014-12-01 04:45:00,1151.89,0.00022312235412192506,0.001098270062964343,0.0020046349529563327,1,-4.34069225363487e-05,-0.434069225363487
2014-12-01 05:00:00,1151.55,0.00024982709354776024,0.000819296656229359,0.0014083149576697962,1,0.0003734097520731172,3.734097520731172
2014-12-01 05:15:00,1151.27,0.0006510234477584109,0.0009410071675435257,0.0016179076558891056,1,0.00036481450919434444,3.6481450919434444
2014-12-01 05:30:00,1151.79,0.0003381140141413496,0.0009553639191893196,0.0026771411375894234,1,-0.0001475963500291444,-1.475963500291444
2014-12-01 05:45:00,1151.84,-2.7229084892321444e-05,0.0015873147906628371,0.002109979907854468,1,9.549937491315497e-05,0.9549937491315497
2014-12-03 01:00:00,1196.74,-2.2698736214326778e-05,0.0005508889577673718,0.0013651321596077173,1,7.520430502916398e-05,0.7520430502916398
2015-01-16 01:30:00,1263.13,-0.002057869939350542,-0.0010970705161196378,-1.0698380778499985e-05,-1,-0.0018604577517752352,18.604577517752354
2015-01-21 01:00:00,1293.66,-0.0025905550637179524,-0.0004084763760855241,-0.00020911823193998545,-1,-0.0017779014578793717,17.779014578793717
2015-05-01 01:00:00,1183.83,3.663194051591344e-05,0.00033608606263986685,0.0011612219347779608,1,0.00016894317596238828,1.6894317596238828
2015-05-01 01:15:00,1184.28,0.00010813927727778797,0.0006750787830667046,0.0009388856824176473,1,-0.00039686560610652233,-3.9686560610652233
2015-05-01 01:30:00,1184.47,0.00019730687726364195,0.00043621165085556464,0.001050155878027312,1,-3.377037831220342e-05,-0.3377037831220342
2015-05-01 01:45:00,1183.9,0.0001819796280013512,0.00046915539164795627,0.0011059371441881423,1,0.00039699298927331483,3.9699298927331483
2015-07-20 06:45:00,1108.23,0.0002478012262497649,0.00041005741377104344,0.004785987333665807,1,-0.00040605289515738274,-4.060528951573827
2015-07-20 07:00:00,1107.36,0.000186033858074421,0.00043908791700507404,0.004386152712208285,1,0.00019867071232448907,1.9867071232448907
2015-07-20 23:45:00,1096.7,-1.7970569680941806e-05,0.0016508067152321852,0.0024693731273731086,1,0.0007021063189573962,7.021063189573962
2015-10-01 23:30:00,1113.72,-9.859644995281038e-05,0.0003542264314830522,0.0006946551830637905,1,-0.00027834644255309016,-2.7834644255309016
2015-11-02 23:30:00,1133.33,-5.570646614971353e-07,0.000698526185126126,0.0009976638036430208,1,-0.0002470595501752326,-2.4705955017523262
2015-11-03 23:30:00,1116.57,0.0003693841702240208,0.0007054961144845067,0.0012936098983848722,1,0.00306295171820814,30.6295171820814
2016-01-26 23:30:00,1120.67,-8.017393192022097e-05,0.0004030243530797734,0.0010616970249506595,1,-0.0013384850134298132,-13.384850134298132
2016-02-08 01:00:00,1167.05,-3.845063801766001e-05,0.0015177785901408212,0.002335331595333664,1,-0.0012510175228137577,-12.510175228137577
2016-07-08 20:45:00,1360.38,-0.001712135978503812,-0.0010290364992414794,-8.774707278323246e-05,-1,0.0016318969699642416,-16.318969699642416
2016-08-25 23:45:00,1321.46,-2.0294746766950464e-05,0.0005131904413006993,0.0007643327902222628,1,0.00010594342621006447,1.0594342621006447
2016-10-11 23:15:00,1252.86,0.00011353154962288808,0.0005667328713016251,0.0011172509933060867,1,0.0013648771610557109,13.648771610557109
2016-10-11 23:30:00,1252.59,5.267227534413187e-05,0.0004980130746355493,0.0007428067123606077,1,0.0016366089462633848,16.36608946263385
2016-10-26 23:15:00,1266.43,-9.740373340054281e-05,0.00035650382857910484,0.0008194575861248487,1,-0.00035532954841555053,-3.5532954841555053
2017-01-09 23:30:00,1181.33,-9.019535610269949e-05,0.00041092143718243296,0.0011421892132488427,1,0.0003132063013722153,3.132063013722153
2017-01-09 23:45:00,1181.01,-4.464091812940517e-05,0.0005562683594388642,0.0014123310150548811,1,0.0012108280200844312,12.108280200844312
2017-05-08 23:30:00,1226.19,9.455220059145061e-05,0.0005958912401364564,0.0008214776952764549,1,0.00034252440486381985,3.4252440486381985
2017-08-02 23:30:00,1266.09,-5.250174078999284e-05,0.0003952992490768761,0.0009129002659135041,1,6.318666129567774e-05,0.6318666129567774
2017-11-09 23:15:00,1285.35,-1.6644659432106466e-05,0.0003150672849374504,0.0006150742663546354,1,0.0003345392305600381,3.345392305600381
2017-11-29 23:45:00,1283.24,-9.434036575228151e-05,0.0006990487614417393,0.0011541176740065993,1,0.0005766653159191559,5.766653159191559
